Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Fwd Avg Bytes/Bulk,Bwd Avg Bytes/Bulk,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,act_data_pkt_fwd,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,113767,2,9,517,174,314,198,261.48,32.28,26,15,20.92,2.73,5843.74,93.6034,11376.7,7009.87,32711,5862,113767,113767.0,58839.04,235615,54928,113767,14220.88,9472.62,33166,4748,1,0,40,180,17.0874,82.4271,20.24,288.07,67.06,96.2,10288.74,0,3,2,0,4,1,15332.5,3431.57,22196,8469,374735.58,102045.7,578827,170644,Probe
3306,93826,2,0,509,0,340,215,276.64,33.67,0,0,0.0,0.0,5339.04,23.3359,93826.0,93369.12,282433,43925,93826,93826.0,77847.87,395606,15978,0,0.0,0.0,0,0,2,0,40,0,22.3933,0.0,226.71,337.97,282.34,55.63,3295.34,0,1,0,2,5,1,14927.34,5101.86,25131,4724,309137.9,80094.1,469326,148950,Probe
3306,160128,1,1,261,35,441,173,295.24,67.92,46,30,37.89,4.14,1919.49,12.2774,160128.0,111712.69,447525,59858,0,160128.0,108811.87,490982,51316,0,0.0,0.0,0,0,3,0,20,20,5.9633,6.7775,35.05,144.53,89.79,54.74,3029.49,0,2,2,1,0,0,20490.31,7971.88,36434,4547,466751.56,112178.88,691109,242394,Probe
143,9773,14,2,2131,6,204,125,160.14,28.85,5,2,3.63,0.65,220018.42,1658.6103,651.53,532.93,2176,176,9773,751.77,717.42,3920,34,9773,9773.0,4537.51,18848,5235,1,0,280,40,1427.5705,207.3403,3.25,186.14,133.72,53.49,2529.98,0,1,0,1,2,10,17219.9,6522.09,30264,4176,209955.65,69606.8,349169,70742,Probe
53,1000,5,0,735,0,162,119,140.6,17.65,0,0,0.0,0.0,779331.72,5480.0662,250.0,103.42,672,162,1000,250.0,190.85,1011,59,0,0.0,0.0,0,0,1,0,100,0,4634.5677,0.0,113.86,153.91,128.76,14.36,190.09,0,2,0,1,2,3,26593.33,10489.71,47573,5614,98339.62,46691.49,191723,4957,Probe
22,126913,2,1,543,37,382,243,296.01,40.91,47,25,36.31,5.56,4864.95,23.9639,63456.5,32000.44,208843,46492,126913,126913.0,93305.01,326601,33608,0,0.0,0.0,0,0,3,0,40,20,14.9894,8.3504,39.53,395.4,220.08,145.33,22969.42,0,4,0,1,2,1,24464.76,8554.46,41574,7356,233605.11,62719.37,359044,108166,Probe
3389,74606,10,0,600,0,66,54,59.34,3.48,0,0,0.0,0.0,7688.32,137.4494,8289.56,7916.41,31154,3399,74606,8289.56,5033.49,22562,3256,0,0.0,0.0,0,0,2,0,200,0,123.1077,0.0,57.23,68.07,62.37,3.23,11.43,0,2,0,1,0,6,5016.92,1565.77,8148,1885,189779.6,75479.47,340739,38821,Probe
3389,60503,1,3,290,205,340,208,279.74,39.71,88,45,66.5,10.57,8914.03,66.0959,20167.67,12136.51,50732,9661,0,60503.0,41857.14,258644,18646,60503,30251.5,14299.01,58850,15952,1,0,20,60,16.0002,49.4953,63.1,315.07,131.86,105.96,10364.08,0,1,1,0,1,0,14096.23,4751.02,23598,4594,191289.66,107499.33,406288,0,Probe
53,53046,7,0,1001,0,210,87,141.13,32.48,0,0,0.0,0.0,18349.85,143.7417,8841.0,8558.9,30685,1718,53046,8841.0,8079.52,47647,761,0,0.0,0.0,0,0,2,0,140,0,122.0964,0.0,66.32,168.88,136.87,31.92,1118.49,0,3,1,2,4,4,17854.05,2371.14,22596,13112,241883.89,143071.62,528027,0,Probe
22,14648,3,0,125,0,54,39,44.56,4.0,0,0,0.0,0.0,8378.94,215.6477,7324.0,5183.37,26000,3680,14648,7324.0,4820.38,22177,2504,0,0.0,0.0,0,0,0,0,60,0,197.5464,0.0,42.57,51.12,47.76,3.72,13.65,0,3,3,4,0,2,20662.68,6359.12,33381,7944,291739.92,92042.46,475825,107655,Probe
3389,153480,12,0,2162,0,233,120,183.53,38.92,0,0,0.0,0.0,15232.16,76.9549,13952.73,13817.99,49015,2950,153480,13952.73,9633.81,58051,4319,0,0.0,0.0,0,0,0,0,240,0,70.9369,0.0,129.89,258.51,188.32,30.55,949.7,0,1,1,2,1,10,19614.48,3218.79,26052,13177,166185.46,50980.81,268147,64224,Probe
143,109237,7,1,1521,30,253,159,200.62,34.01,39,21,30.03,4.7,14798.89,69.0757,15605.29,7786.76,35631,9884,109237,18206.17,11259.8,73517,6946,0,0.0,0.0,0,0,1,0,140,20,62.0124,9.094,33.12,293.39,200.68,70.64,4527.48,0,0,2,1,2,3,9569.18,3022.81,15615,3524,396191.25,144200.38,684592,107790,Probe
5900,39096,5,0,1311,0,300,255,274.47,15.1,0,0,0.0,0.0,34442.21,119.482,9774.0,4089.03,26541,7626,39096,9774.0,8959.75,46996,814,0,0.0,0.0,0,0,1,0,100,0,139.9097,0.0,260.44,272.72,269.19,4.5,20.57,0,1,0,1,1,2,28896.04,4980.6,38857,18935,489620.54,141171.66,771964,207277,Probe
53,10433,2,0,549,0,405,244,297.56,44.14,0,0,0.0,0.0,54378.09,177.4845,10433.0,6699.6,30060,3884,10433,10433.0,10267.11,40022,166,0,0.0,0.0,0,0,1,0,40,0,186.2212,0.0,198.95,205.98,202.47,3.51,12.57,0,1,1,0,3,1,14180.14,1804.85,17790,10570,497929.51,278402.83,1054735,0,Probe
110,40469,13,0,3872,0,402,175,288.76,67.76,0,0,0.0,0.0,94678.47,312.9629,3372.42,1482.11,7647,2293,40469,3372.42,2225.72,11312,1147,0,0.0,0.0,0,0,1,0,260,0,332.3738,0.0,158.37,367.91,270.53,63.77,4339.31,0,3,1,2,0,10,14373.48,4800.15,23974,4773,24443.35,6335.48,37114,11772,Probe
110,166348,1,3,217,181,256,181,216.38,20.19,67,51,58.85,3.97,2399.24,22.8951,55449.33,46950.36,284165,22832,0,166348.0,127559.66,480189,38788,166348,83174.0,73124.79,229424,10049,1,0,20,60,5.8315,17.2369,58.03,196.21,95.64,58.12,3089.64,0,4,1,0,1,0,19582.84,3662.81,26908,12257,217275.31,127250.41,471776,0,Probe
22,51730,6,3,1305,80,284,148,230.01,53.35,32,25,28.48,1.56,28978.06,170.7385,6466.25,3284.88,14107,3925,51730,10346.0,7963.74,30003,2382,51730,25865.0,16714.94,59295,9150,1,0,120,60,122.0667,56.5913,25.5,277.41,167.12,105.91,10993.25,0,1,2,1,2,3,10142.18,2361.93,14866,5418,440255.46,93279.47,626814,253697,Probe
110,114758,1,1,221,42,304,150,220.08,36.25,60,36,47.67,5.99,2433.0,18.3554,114758.0,106776.2,519899,52073,0,114758.0,113804.27,672986,954,0,0.0,0.0,0,0,0,0,20,20,8.8549,8.7759,53.15,207.62,130.39,77.24,5767.97,0,4,1,0,1,0,5014.59,1532.28,8079,1950,258934.1,64999.52,388933,128935,Probe
53,7074,7,1,1050,49,147,127,138.64,7.11,66,43,54.3,5.68,162668.31,1083.5151,1010.57,540.92,3017,577,7074,1179.0,653.46,2731,526,0,0.0,0.0,0,0,0,0,140,20,921.2947,128.006,49.26,148.32,126.11,30.08,988.58,0,4,0,0,5,6,14316.95,5687.37,25692,2942,48248.79,19335.15,86919,9578,Probe
3306,112013,5,2,584,65,175,101,126.32,24.47,35,25,30.22,2.38,6071.82,66.2834,18668.83,13607.11,53550,10841,112013,28003.25,13978.09,65399,14025,112013,112013.0,61873.95,235761,50139,0,0,100,40,46.5228,18.3661,30.9,150.48,106.29,47.19,2109.68,0,0,1,1,0,4,7354.53,2152.03,11659,3050,103572.79,57188.73,217950,0,Probe
3306,31598,35,3,7721,215,319,195,247.28,42.82,86,64,75.05,5.65,271686.27,1162.551,854.0,352.3,1909,662,31598,929.35,378.89,1826,550,31598,15799.0,8639.63,33078,7159,0,0,700,60,1107.8465,91.9166,71.61,368.57,245.59,61.81,3479.39,0,2,1,1,4,17,10901.2,4156.41,19214,2588,77312.47,33596.91,144506,10119,Probe
5900,254890,4,2,612,68,179,144,158.6,13.57,38,24,31.24,3.47,2783.47,21.937,50978.0,37410.94,199346,17499,254890,84963.33,36621.63,197974,48342,254890,254890.0,109237.92,473366,145652,2,0,80,40,15.8092,8.0871,32.11,192.09,116.08,62.37,4065.23,0,0,0,2,2,3,28848.42,6794.8,42438,15259,285161.29,88707.72,462577,107746,Probe
110,5488,1,2,240,147,263,168,220.97,35.08,86,57,71.17,7.21,68746.67,589.9093,2744.0,1771.54,8656,1069,0,5488.0,3383.53,13638,2104,5488,5488.0,4281.71,14051,1206,2,0,20,40,180.237,334.0186,73.16,253.09,133.72,84.41,7108.52,0,1,2,0,4,0,17037.62,6601.4,30240,3835,248829.76,129040.06,506910,0,Probe
3389,102965,9,2,1321,138,169,108,143.17,19.47,94,51,72.35,10.72,13529.41,116.518,10296.5,6179.19,26675,5616,102965,12870.62,7191.64,43105,5679,102965,102965.0,102576.46,308118,389,0,0,180,40,95.0121,18.1731,57.84,193.84,131.53,37.32,1527.37,0,2,0,2,3,5,21327.04,3256.61,27840,14814,251082.36,69567.53,390217,111947,Probe
143,36056,7,0,1903,0,280,229,248.92,17.86,0,0,0.0,0.0,53181.22,202.1509,6009.33,5974.58,27163,537,36056,6009.33,3499.25,21272,2510,0,0.0,0.0,0,0,0,0,140,0,212.8892,0.0,235.68,279.99,250.29,13.05,167.01,0,3,2,1,5,4,12977.94,4191.44,21361,4595,124544.94,45815.6,216176,32914,Probe
443,13945,1,3,73,124,92,69,78.98,6.05,52,26,39.06,6.39,14570.64,304.7583,4648.33,4322.37,17198,505,0,13945.0,7181.54,38105,6763,13945,6972.5,3554.65,14082,3418,0,0,20,60,65.5136,226.0717,37.45,73.13,48.91,14.29,218.01,0,3,0,0,2,0,7747.63,2587.36,12922,2573,230498.54,98700.2,427899,33098,Probe
110,120905,1,1,48,43,68,28,43.75,9.85,65,30,47.35,8.78,828.89,18.0224,120905.0,93375.52,432424,48786,0,120905.0,65688.01,282511,55217,0,0.0,0.0,0,0,2,0,20,20,8.9031,8.4844,55.67,69.65,62.66,6.99,44.53,0,3,2,0,2,0,5055.85,848.75,6753,3358,35700.82,16703.82,69108,2293,Probe
22,26183,7,2,1696,20,324,203,251.22,35.37,12,8,10.22,0.87,71790.66,374.7721,3272.88,2831.4,15326,487,26183,4363.83,3730.51,13555,633,26183,26183.0,14062.5,54308,12120,1,0,140,40,270.2324,81.5853,9.57,276.6,202.76,104.26,12019.5,0,3,1,1,4,5,14802.0,3427.65,21657,7947,433133.57,140312.44,713758,152509,Probe
53,177946,2,0,155,0,90,60,77.79,10.3,0,0,0.0,0.0,805.85,12.3201,177946.0,169092.97,602925,46118,177946,177946.0,95451.32,438477,82495,0,0.0,0.0,0,0,1,0,40,0,11.6454,0.0,85.33,92.13,88.73,3.4,11.25,0,2,3,0,1,1,27539.24,9957.65,47455,7624,443338.75,188076.5,819492,67186,Probe
53,127712,3,1,680,56,346,187,254.6,37.95,68,47,57.36,5.37,5979.54,31.1177,42570.67,33019.29,139980,15845,127712,63856.0,59905.08,230790,3951,0,0.0,0.0,0,0,1,0,60,20,23.2221,7.8105,66.47,319.19,202.01,89.84,8028.7,0,1,4,2,2,2,23198.16,2935.48,29069,17327,52145.86,12047.87,76242,28050,Probe
5900,15259,6,4,1499,196,346,157,235.0,51.75,52,40,46.29,3.07,107415.26,598.9759,1695.44,773.09,3507,1221,15259,3051.8,2737.6,15390,314,15259,5086.33,4525.74,14138,561,1,0,120,80,358.0693,271.9685,43.04,259.83,154.76,94.03,9105.73,0,5,1,0,2,5,26191.19,8487.12,43165,9217,447628.53,187697.76,823024,72233,Probe
5900,187449,5,0,703,0,167,101,135.46,22.43,0,0,0.0,0.0,3540.51,28.7791,46862.25,44223.54,192971,9034,187449,46862.25,33676.57,183854,13186,0,0.0,0.0,0,0,2,0,100,0,24.602,0.0,119.23,186.63,138.6,24.34,607.98,0,2,1,0,5,3,8439.05,3238.29,14916,1962,415759.44,122141.88,660043,171476,Probe
22,131591,1,0,73,0,91,54,72.6,9.99,0,0,0.0,0.0,534.14,7.4061,131591.0,56871.2,333404,87275,0,131591.0,107176.88,431756,24414,0,0.0,0.0,0,0,1,0,20,0,7.9864,0.0,71.22,71.22,71.22,0.0,0.0,0,1,1,1,3,0,18744.77,1979.9,22705,14785,90199.69,36737.1,163674,16725,Probe
3306,98954,6,0,1480,0,316,197,252.74,28.93,0,0,0.0,0.0,14417.55,55.0475,19790.8,11693.79,69925,12933,98954,19790.8,8409.42,38231,11381,0,0.0,0.0,0,0,1,0,120,0,63.2531,0.0,214.18,289.03,264.77,29.78,955.82,0,2,0,1,0,4,20653.09,4457.24,29568,11739,217013.68,121002.76,459019,0,Probe
5900,158325,8,1,1031,30,159,113,138.86,13.42,41,21,31.01,4.85,7070.13,53.3704,19790.62,8501.64,57126,11817,158325,22617.86,17503.36,61639,5114,0,0.0,0.0,0,0,0,0,160,20,46.6312,6.3572,31.36,153.11,124.17,36.36,1339.04,0,3,4,4,2,4,5537.38,1814.78,9167,1908,233960.32,80885.05,395730,72190,Probe
8080,41639,2,7,297,120,179,93,133.0,29.28,23,10,16.68,3.09,10211.79,226.0116,5204.88,4358.44,26581,1150,41639,41639.0,19906.16,100004,21733,41639,6939.83,3986.24,14912,2954,0,0,40,140,43.3014,172.4157,10.48,121.73,37.13,42.59,1605.92,0,3,1,0,3,1,24735.13,7006.79,38749,10722,382181.58,156977.81,696137,68226,Probe
443,27504,3,1,490,54,232,133,184.23,27.12,72,39,55.18,8.26,18401.51,141.0012,9168.0,6947.69,25656,3663,27504,13752.0,6779.25,29751,6973,0,0.0,0.0,0,0,1,0,60,20,109.6651,33.5377,54.51,205.31,156.8,60.0,3704.88,0,0,0,1,2,2,25954.02,3606.32,33167,18741,468751.99,112418.75,693589,243914,Probe
25,93407,7,1,1181,46,187,133,160.57,13.98,63,34,48.77,7.24,14362.85,86.4811,13343.86,7148.43,30163,8935,93407,15567.83,8210.05,34715,7358,0,0.0,0.0,0,0,1,0,140,20,70.8684,10.6631,53.16,189.6,149.18,40.76,1600.91,0,2,0,1,0,3,22023.98,2656.21,27336,16712,386494.97,93988.33,574472,198518,Probe
110,434908,8,3,709,144,109,54,82.47,16.9,69,37,53.29,8.06,1802.89,27.2031,43490.8,27075.05,121772,23232,434908,62129.71,51994.48,199999,10135,434908,217454.0,165577.35,548609,51877,1,0,160,60,16.9098,6.5258,43.12,103.84,75.91,16.97,286.88,0,2,1,0,2,4,14556.27,3623.23,21803,7310,389978.13,190424.55,770827,9129,Probe
443,87878,1,0,179,0,228,125,171.96,28.78,0,0,0.0,0.0,1919.72,11.3983,87878.0,47089.66,295398,63065,0,87878.0,39033.84,259480,48844,0,0.0,0.0,0,0,0,0,20,0,10.6043,0.0,135.9,135.9,135.9,0.0,0.0,0,1,3,0,1,0,23929.48,8550.72,41031,6828,465680.83,130282.67,726246,205115,Probe
110,230587,9,0,816,0,96,67,82.07,7.47,0,0,0.0,0.0,3823.52,41.4752,28823.38,16896.93,77995,17616,230587,28823.38,18304.33,90631,10519,0,0.0,0.0,0,0,1,0,180,0,37.2861,0.0,72.79,93.32,81.74,5.79,32.33,0,1,0,3,3,7,5759.92,2024.57,9809,1711,412128.09,114478.15,641084,183172,Probe
8080,83499,1,0,68,0,79,56,62.64,6.78,0,0,0.0,0.0,774.55,10.9595,83499.0,43986.13,289424,39786,0,83499.0,62361.08,371470,21138,0,0.0,0.0,0,0,1,0,20,0,12.2685,0.0,66.16,66.16,66.16,0.0,0.0,0,0,0,0,1,0,9534.93,2186.76,13908,5161,473860.23,275887.43,1025635,0,Probe
3389,113962,11,3,2991,153,297,165,244.72,45.06,69,34,51.23,8.73,26554.89,127.3909,8766.31,5248.07,23673,5127,113962,11396.2,9418.16,30559,1978,113962,56981.0,32083.07,121147,24898,1,0,220,60,92.2117,28.646,42.58,307.37,200.1,86.91,6956.73,0,2,0,1,1,9,16007.41,3943.68,23895,8120,242348.9,98364.56,439078,45620,Probe
110,25601,4,0,309,0,128,52,85.74,17.64,0,0,0.0,0.0,13087.09,157.5408,8533.67,4686.12,27677,5470,25601,8533.67,4184.47,22854,4349,0,0.0,0.0,0,0,0,0,80,0,161.7157,0.0,66.09,93.58,81.01,11.91,135.41,0,3,0,0,1,3,28589.32,10340.78,49271,7908,185589.56,77398.81,340387,30792,Probe
443,59868,6,0,646,0,147,76,108.14,17.38,0,0,0.0,0.0,11499.84,101.9785,11973.6,8145.59,43580,4090,59868,11973.6,6012.31,34027,5961,0,0.0,0.0,0,0,1,0,120,0,107.3401,0.0,83.72,126.44,109.36,14.49,204.19,0,0,0,0,2,3,6816.62,1365.95,9549,4085,404319.25,183144.71,770609,38030,Probe
3389,2319,14,0,3078,0,265,223,243.93,18.46,0,0,0.0,0.0,1405040.79,6276.1573,178.38,140.41,859,77,2319,178.38,154.65,712,24,0,0.0,0.0,0,0,2,0,280,0,6584.7353,0.0,194.52,263.88,236.55,19.02,351.05,0,1,0,1,1,7,22715.95,8485.54,39687,5745,124539.78,63394.37,251329,0,Probe
443,221994,11,2,1444,35,140,102,118.83,12.96,20,16,18.02,1.01,6316.35,60.3422,18499.5,13426.78,60410,5091,221994,22199.4,18169.87,88547,4030,221994,221994.0,125980.18,473954,96014,1,0,220,40,53.768,9.7126,17.25,145.04,104.13,37.89,1263.84,0,1,1,2,3,8,27602.88,5568.61,38740,16466,26761.15,5389.46,37540,15982,Probe
5900,412776,3,5,628,376,292,195,229.42,26.29,94,61,77.2,8.34,2508.8,19.6593,58968.0,32692.64,133928,33768,412776,206388.0,189722.23,704522,16666,412776,103194.0,101712.81,306620,1481,0,0,60,100,6.7684,12.4665,68.6,269.24,136.21,79.93,6829.25,0,2,1,3,3,2,29946.74,10996.61,51940,7954,253269.03,104219.3,461708,44830,Probe
443,18131,29,2,7673,51,352,216,261.98,43.56,36,21,28.49,3.65,460417.7,1560.6742,604.37,432.19,2702,269,18131,647.54,297.35,1569,350,18131,18131.0,8303.25,34738,9828,1,0,580,40,1757.9355,104.4172,24.73,328.77,234.3,67.16,4765.21,0,0,1,1,1,22,21766.67,7459.4,36685,6848,24800.2,5606.12,36012,13588,Probe
110,200911,12,0,1882,0,183,142,162.63,13.31,0,0,0.0,0.0,9670.43,63.5702,18264.64,16291.17,69316,8328,200911,18264.64,16237.27,81092,2027,0,0.0,0.0,0,0,2,0,240,0,54.9371,0.0,152.32,167.98,161.0,5.18,25.04,0,2,1,0,3,6,9542.1,2893.59,15329,3755,184695.89,70139.32,324975,44417,Probe
80,39648,2,0,275,0,204,84,141.61,32.42,0,0,0.0,0.0,7168.92,52.451,39648.0,17019.87,102361,24384,39648,39648.0,30233.01,105501,9415,0,0.0,0.0,0,0,0,0,40,0,52.5224,0.0,135.6,136.01,135.81,0.2,0.04,0,2,3,0,1,1,23011.12,5541.32,34094,11928,209738.74,59418.13,328575,90902,Probe
80,30893,27,7,6937,362,292,256,274.07,17.2,67,41,54.08,6.3,216348.56,1148.3029,936.15,874.1,2827,194,30893,1188.19,1007.84,4081,180,30893,5148.83,2317.31,9783,2832,2,0,540,140,856.2593,206.3539,50.6,308.34,230.96,91.36,8708.98,0,2,2,0,2,18,15886.06,2718.53,21323,10449,296216.96,134002.76,564222,28211,Probe
21,1000,31,0,8752,0,324,247,282.45,18.73,0,0,0.0,0.0,8734291.5,32822.8404,33.33,27.09,97,16,1000,33.33,16.23,112,17,0,0.0,0.0,0,0,1,0,620,0,32755.179,0.0,241.86,332.44,280.46,23.02,497.82,0,0,1,1,1,24,14598.24,4392.45,23383,5813,143259.21,84049.29,311358,0,Probe
53,150560,8,2,811,148,130,102,115.21,8.27,81,56,68.72,6.37,6714.18,67.4076,16728.89,11618.05,44837,10876,150560,21508.57,16403.96,70626,5105,150560,150560.0,113707.15,377974,36853,1,0,160,40,50.8804,14.0844,57.9,125.18,102.3,19.05,385.46,0,1,2,1,1,4,28340.6,8870.07,46081,10600,410847.43,238037.18,886922,0,Probe
21,85452,3,2,168,104,77,36,53.53,12.18,76,37,56.37,9.81,2881.91,60.075,21363.0,9985.17,66467,16235,85452,42726.0,19968.84,94903,22757,85452,85452.0,38126.12,161704,47326,0,0,60,40,35.018,21.1159,42.54,64.37,52.88,7.59,63.82,0,1,3,2,2,2,16487.26,4193.62,24875,8100,111618.08,32566.31,176751,46485,Probe
443,119324,1,1,59,71,80,52,66.17,10.04,86,60,72.79,6.58,1121.99,16.6329,119324.0,87498.7,413387,48594,0,119324.0,102913.09,326759,16411,0,0.0,0.0,0,0,3,0,20,20,8.4875,8.5541,69.22,73.85,71.54,2.31,5.73,0,3,1,2,2,0,22885.57,2596.74,28079,17692,91990.85,52286.5,196564,0,Probe
110,269597,1,0,240,0,264,216,236.53,13.01,0,0,0.0,0.0,847.13,3.5402,269597.0,143014.87,617436,178195,0,269597.0,199913.68,1121673,69683,0,0.0,0.0,0,0,1,0,20,0,3.7857,0.0,223.38,223.38,223.38,0.0,0.0,0,2,2,0,2,0,23273.41,2769.67,28813,17734,18010.63,6475.29,30961,5060,Probe
443,75120,4,1,93,12,34,18,24.26,5.8,17,10,13.16,1.73,1420.63,64.4605,18780.0,14542.59,79391,7222,75120,25040.0,15773.55,82885,9266,0,0.0,0.0,0,0,2,0,80,20,50.3915,12.3664,10.69,33.4,24.7,7.56,63.48,0,3,1,0,3,2,23203.65,2889.14,28982,17425,69385.83,18339.54,106065,32707,Probe
5900,115167,5,3,339,50,85,49,64.35,9.19,20,12,15.98,2.14,3678.16,72.6988,16452.43,7011.36,47487,12895,115167,28791.75,12988.74,75327,15803,115167,57583.5,44699.92,146983,12884,0,0,100,60,44.0838,28.0245,14.57,71.1,44.64,23.3,581.32,0,1,2,0,2,2,5250.41,2007.13,9265,1236,253818.85,143433.04,540685,0,Probe
8080,36478,8,0,996,0,156,119,135.46,12.13,0,0,0.0,0.0,26180.35,215.4658,5211.14,4250.77,25950,1388,36478,5211.14,5115.84,23883,95,0,0.0,0.0,0,0,2,0,160,0,227.531,0.0,108.05,164.62,134.33,16.94,274.61,0,6,0,1,3,6,8368.07,1178.1,10724,6012,379779.05,223395.62,826570,0,Probe
110,18303,17,1,521,30,35,29,31.64,1.6,34,21,27.69,3.19,29820.64,1051.9183,1076.65,758.38,2724,443,18303,1143.94,1127.41,6265,17,0,0.0,0.0,0,0,2,0,340,20,925.6598,58.6819,22.95,35.38,30.95,2.79,8.51,0,3,2,0,2,12,7418.08,1387.05,10192,4644,173829.66,62450.34,298730,48929,Probe
21,105290,5,3,477,179,124,93,106.67,11.32,81,39,59.91,10.62,6625.35,80.4294,15041.43,10466.34,48596,8933,105290,26322.5,17733.65,69891,8589,105290,52645.0,25426.44,103498,27219,3,0,100,60,50.5397,26.9516,55.23,119.01,91.93,21.13,446.98,0,3,1,1,3,3,11228.47,1536.99,14302,8154,275054.32,83747.78,442550,107559,Probe
53,27189,10,4,1921,187,239,192,211.53,13.35,59,40,49.27,4.83,74681.95,472.879,2091.46,1605.14,9955,1067,27189,3021.0,2552.94,9002,468,27189,9063.0,7645.4,24354,1418,1,0,200,80,369.1802,135.7061,48.87,235.49,169.38,76.87,6528.16,0,2,0,0,2,8,23989.88,3106.17,30202,17778,435248.85,238678.12,912605,0,Probe
21,17383,1,2,67,120,98,52,72.65,15.82,83,38,60.47,11.18,11162.31,181.6924,8691.5,7999.19,41137,3672,0,17383.0,15051.24,86039,2332,17383,17383.0,16724.03,50831,659,1,0,20,40,55.557,117.9373,53.42,65.74,60.36,5.15,25.91,0,4,3,0,1,0,16024.22,5212.49,26449,5599,175204.2,94465.96,364136,0,Probe
3306,159732,1,1,273,34,319,238,265.49,24.43,54,23,38.87,7.73,1837.86,12.968,159732.0,151233.15,470130,72477,0,159732.0,65781.09,398302,93951,0,0.0,0.0,0,0,2,0,20,20,6.3511,5.8218,26.02,236.91,131.46,105.44,11266.24,0,2,1,2,2,0,9723.06,3118.52,15960,3486,114048.55,58288.95,230626,0,Probe
21,71110,1,1,115,2,141,111,130.92,10.22,4,2,2.53,0.49,1544.42,27.3335,71110.0,38520.62,228442,33507,0,71110.0,47108.29,204508,24002,0,0.0,0.0,0,0,1,0,20,20,12.8342,14.3846,1.8,137.02,69.41,67.61,4686.29,0,2,0,0,1,0,9471.89,3699.67,16871,2073,16839.26,7757.04,32353,1325,Probe
80,157497,1,1,22,1,25,18,22.16,2.46,2,1,1.58,0.21,148.9,11.7187,157497.0,151753.6,552434,64184,0,157497.0,112441.37,666456,45056,0,0.0,0.0,0,0,3,0,20,20,5.829,6.9283,1.73,21.56,11.65,9.91,97.55,0,3,1,2,5,0,7858.32,2925.04,13708,2008,460593.84,222268.48,905131,16057,Probe
80,114147,3,1,522,50,184,128,156.08,14.87,68,37,52.24,7.77,5280.95,38.374,38049.0,22802.39,103846,20792,114147,57073.5,35370.21,218377,21703,0,0.0,0.0,0,0,0,0,60,20,25.4585,8.8762,41.83,156.75,123.39,47.27,2303.74,0,2,2,2,5,2,8413.11,1921.82,12257,4569,367347.63,133566.01,634480,100216,Probe
8080,180534,1,1,193,47,266,150,218.21,45.84,50,35,42.36,3.82,1339.83,11.9442,180534.0,165996.34,873785,53274,0,180534.0,87293.61,547394,93240,0,0.0,0.0,0,0,0,0,20,20,6.0257,5.2917,37.92,223.11,130.51,92.6,8291.93,0,2,0,1,2,0,8478.74,2313.23,13105,3852,276466.23,146939.63,570345,0,Probe
5900,9257,5,0,1005,0,282,190,220.31,28.03,0,0,0.0,0.0,107268.4,515.8485,2314.25,2141.92,8320,791,9257,2314.25,1432.79,8177,881,0,0.0,0.0,0,0,0,0,100,0,586.2391,0.0,178.34,234.36,207.74,21.32,409.55,0,2,1,1,2,3,22822.53,7959.45,38741,6904,120018.36,66538.75,253096,0,Probe
3306,73201,5,1,603,21,185,106,135.71,25.46,28,14,20.93,3.5,8167.87,75.446,14640.2,7520.3,33795,10121,73201,18300.25,12214.09,70198,6086,0,0.0,0.0,0,0,0,0,100,20,74.715,14.1827,15.12,187.58,118.61,54.54,2954.8,0,1,0,1,1,2,21389.74,2171.4,25733,17047,408797.57,142860.56,694519,123076,Probe
443,19447,4,5,345,69,97,78,85.72,7.44,18,8,13.31,2.45,20743.87,480.145,2430.88,1495.88,5438,1574,19447,6482.33,2896.07,18511,3586,19447,4861.75,4025.85,12913,836,1,0,80,100,204.1326,268.6467,9.31,92.34,46.64,38.34,1588.15,0,5,1,3,2,2,21203.32,6978.78,35161,7246,426455.57,248145.99,922748,0,Probe
3306,166955,6,1,133,8,34,13,22.84,4.83,12,7,9.16,1.22,919.73,45.304,27825.83,11969.84,61696,16452,166955,33391.0,32749.9,154013,641,0,0.0,0.0,0,0,0,0,120,20,35.2309,6.0925,8.54,31.41,23.36,7.71,59.1,0,1,1,3,3,3,10244.69,1331.92,12909,7581,227727.16,104633.37,436994,18460,Probe
