Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Fwd Avg Bytes/Bulk,Bwd Avg Bytes/Bulk,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,act_data_pkt_fwd,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
143,8466,516,0,93651,0,266,143,196.08,30.08,0,0,0,0,10732883.87,65342.0891,16.44,2.91,21,14,8466,16.44,0.96,20,15,0,0,0,0,0,0,0,10320,0,59777.2642,0,109.33,277.49,196.32,29.04,886.67,0,305,3,0,3,516,1239.05,72.22,1383,1095,409.71,54,518,302,DoS
3306,4531,2124,3,153999,42,85,64,70.04,5.74,15,11,13.11,1.18,36413812.03,477905.6203,2.13,0.15,3,2,4531,2.13,0.26,3,2,4531,2265.5,142.9,2551,2123,0,0,42480,60,498644.5516,598.0638,11.39,91.49,70.11,6.08,41.31,0,1342,2,0,3,2124,424.59,61.9,548,301,389.78,51.53,493,287,DoS
53,1689,68,1,1744,45,28,20,23.25,2.84,56,26,40.92,7.32,1141892.84,41217.9792,24.84,1.5,29,23,1689,25.21,2.86,32,22,0,0,0,0,0,0,0,1360,20,43201.9698,630.7139,17.81,31.34,23.53,3,8.41,0,43,2,0,2,68,1327.7,138.96,1606,1050,268.95,26.25,321,216,DoS
3389,130,47,1,6756,60,219,110,151.57,28.59,63,47,55.17,4.09,54469180.37,367087.6946,2.77,0.26,3,2,130,2.83,0.29,4,3,0,0,0,0,0,0,0,940,20,386514.0565,7505.2301,55.21,207.17,154.08,26.72,697.52,0,35,4,0,1,47,206.23,17.14,241,172,178.78,18.29,215,142,DoS
443,2430,446,1,73997,36,198,124,152.23,26.09,50,23,36.81,6.73,33329326.4,171855.5816,5.45,0.62,6,5,2430,5.46,0.32,6,5,0,0,0,0,0,0,0,8920,20,195314.3747,433.7349,31.17,243.85,147.4,26.46,726.84,0,271,1,0,1,446,482.6,28.56,540,425,246.74,31.83,310,183,DoS
143,4499,580,2,40980,122,97,46,68.61,12.36,67,50,58.48,4.48,9293342.49,126793.9466,7.74,1.33,11,6,4499,7.77,1.36,12,6,4499,4499,401.96,5303,4097,0,0,11600,40,116352.2273,450.9528,35.77,102.11,67.96,11.75,149.53,0,336,4,0,2,580,1242.1,138.41,1519,965,250.39,32.74,316,185,DoS
80,182,422,4,43072,83,132,71,96.61,16.54,28,19,23.35,2.25,218258486,2370147.916,0.43,0.07,1,0,182,0.43,0.06,1,0,182,60.67,9.23,79,51,0,0,8440,80,2267392.76,24121.6556,20.43,141.39,96.61,17.85,352.86,0,261,2,0,1,422,1024.99,100.34,1226,824,77.67,10.91,99,56,DoS
443,853,269,0,39596,0,168,127,143.12,11.6,0,0,0,0,48633929.74,342636.7514,3.18,0.28,4,3,853,3.18,0.45,4,3,0,0,0,0,0,0,0,5380,0,315630.4775,0,108.13,178.46,144.34,11.22,131.69,0,162,3,0,2,269,1846.42,228.92,2304,1389,142.79,14.43,172,114,DoS
143,10175,741,3,27951,166,51,31,38.69,4.46,72,44,58.25,7.05,2606550.41,66343.613,13.69,0.79,16,13,10175,13.75,0.83,16,13,10175,5087.5,513.11,6114,4574,0,0,14820,60,77640.3348,303.3189,23.62,68.18,38.7,4.66,20.39,0,466,2,0,3,741,887.1,94.17,1075,699,28.65,2.86,34,23,DoS
21,6228,2477,6,93412,16,50,31,38.12,5.76,3,2,2.62,0.37,15199928.69,422363.0157,2.51,0.26,3,2,6228,2.52,0.17,3,2,6228,1245.6,65.51,1377,1180,0,0,49540,120,383831.3877,1004.917,1.46,57.78,38.12,6,33.61,0,1462,4,0,5,2477,1927.67,164.03,2256,1600,270.97,30.19,331,211,DoS
25,10882,241,5,31823,14,188,117,145.43,19.15,3,3,2.91,0.15,2716038.34,24284.8453,44.42,5.35,53,39,10882,45.34,5.21,63,40,10882,2720.5,357.05,3435,2363,0,0,4820,100,23010.7009,445.5003,2.71,196.85,141.88,27.25,815.85,0,141,1,0,1,241,1654.46,99.65,1854,1455,317.24,21.72,361,274,DoS
143,4706,827,0,96674,0,149,92,117.89,18.5,0,0,0,0,21349532.4,166329.988,5.7,1.01,7,5,4706,5.7,0.65,8,5,0,0,0,0,0,0,0,16540,0,187001.3589,0,57.82,177.14,117.39,17.84,325.47,0,517,3,0,3,827,1103.37,73.58,1251,956,404.31,46.53,497,311,DoS
53,2280,177,9,27101,95,190,139,155.02,12.99,16,8,11.91,2.06,12302016.4,78728.8409,12.32,0.87,14,11,2280,12.95,1.58,17,11,2280,285,14.83,315,270,0,0,3540,180,85394.2606,4120.9826,9.22,188.91,147.91,33.28,1216.57,0,89,1,0,3,177,326.14,47.65,421,231,257.04,33.78,325,189,DoS
3389,3821,1609,0,53708,0,48,22,32.08,5.71,0,0,0,0,12807697.87,459604.5777,2.38,0.12,3,2,3821,2.38,0.14,3,2,0,0,0,0,0,0,0,32180,0,449493.8031,0,7.72,51.45,32.04,5.87,31.13,0,969,2,0,0,1609,1177.84,60.44,1299,1057,362.55,18.61,400,325,DoS
5900,2592,161,1,28068,3,222,153,182.9,21.24,5,4,4.23,0.33,10503522.6,58239.1445,16.1,2.52,20,14,2592,16.2,2.11,23,14,0,0,0,0,0,0,0,3220,20,56286.4656,417.9881,3.78,245.47,179.09,25,696.03,0,103,0,0,2,161,1370.41,118.04,1606,1134,136.66,11.89,160,113,DoS
21,937,611,0,101554,0,272,149,184.95,29.51,0,0,0,0,104444661.3,660976.6052,1.54,0.12,2,1,937,1.54,0.2,2,1,0,0,0,0,0,0,0,12220,0,684134.6267,0,80.43,289.99,184.41,32.1,1049.98,0,346,5,0,3,611,1814.2,257.27,2329,1300,392.5,55.45,503,282,DoS
22,4314,411,0,78828,0,251,140,176.34,33.59,0,0,0,0,19193528.25,96161.9993,10.52,2.04,14,8,4314,10.52,0.88,13,10,0,0,0,0,0,0,0,8220,0,96875.9786,0,90.23,277.63,177.23,31.19,862.23,0,228,2,0,2,411,920.47,63.36,1047,794,139.99,16.19,172,108,DoS
143,2744,1398,10,55031,637,55,32,42.08,7.42,77,42,59.82,8.84,22272523.99,468080.8292,1.95,0.38,3,2,2744,1.96,0.31,3,2,2744,304.89,48.45,402,256,0,0,27960,200,468906.415,3592.7012,15.54,68.23,42.04,7.44,61.53,0,813,1,0,2,1398,1998.18,177.76,2354,1643,292.57,33.92,360,225,DoS
80,100,1997,1,143196,61,93,49,68.77,11.5,75,39,56.61,9.05,1473228613,21959716.09,0.05,0,0,0,100,0.05,0.01,0,0,0,0,0,0,0,0,0,39940,20,18276604.42,9825.9854,26.25,117.06,69.21,11.67,144.37,0,1168,3,0,0,1997,431.91,30.69,493,371,407.62,56.68,521,294,DoS
5900,3096,878,0,54725,0,63,52,55.99,3.45,0,0,0,0,16627839.76,280377.2852,3.53,0.32,4,3,3096,3.53,0.36,5,3,0,0,0,0,0,0,0,17560,0,281675.9415,0,45.12,69.02,56.12,3.34,10.37,0,528,2,0,3,878,1586.06,196.62,1979,1193,105.01,15.62,136,74,DoS
110,1374,543,5,13068,72,25,20,22.49,1.21,20,11,15.75,2.18,8849000.25,412418.8745,2.51,0.28,3,2,1374,2.54,0.46,4,2,1374,343.5,54.23,452,289,0,0,10860,100,409631.2818,3935.4697,13.91,26.09,22.48,1.34,1.75,0,338,0,0,0,543,1786.09,256.64,2299,1273,293.22,37.96,369,217,DoS
53,981,46,0,5128,0,134,82,100.13,11.89,0,0,0,0,5582553.55,45738.7894,21.8,1.79,25,20,981,21.8,1.94,27,20,0,0,0,0,0,0,0,920,0,48624.5586,0,76.94,125.04,100.13,11.03,118.63,0,34,1,0,3,46,1866.48,176.22,2219,1514,332.91,38.31,410,256,DoS
8080,5753,1470,5,61261,86,57,33,43.68,5.97,26,13,19.01,3.26,10555023.55,261561.4123,3.9,0.39,5,4,5753,3.92,0.73,6,3,5753,1438.25,173.37,1785,1265,0,0,29400,100,274376.3304,951.341,17.16,62.39,43.56,6.03,40.74,0,903,2,0,2,1470,1742.04,259.24,2261,1224,231.26,12.42,256,206,DoS
25,9461,606,2,120000,57,215,172,188.91,9.56,33,20,26.2,3.26,12658726.94,64948.1536,15.59,2.83,23,13,9461,15.64,2.53,22,13,9461,9461,1106.13,11673,8355,0,0,12120,40,61668.6848,198.9587,23.71,220.61,188.8,13.3,167.76,0,367,3,0,0,606,1438.04,181.35,1801,1075,209.22,28.42,266,152,DoS
22,2609,110,7,16403,330,188,116,143.87,19.59,61,38,49.62,5.58,6123650.4,45591.2772,22.49,2.33,29,20,2609,23.94,3.71,33,20,2609,434.83,31.07,497,404,0,0,2200,140,43985.5686,2529.6206,38.85,202.37,136.68,30.13,958.36,0,62,4,0,2,110,738.16,99.78,938,539,298.46,20.13,339,258,DoS
3306,1188,420,1,67897,27,189,128,151.81,20.96,36,17,26.52,4.66,57904444.92,358740.0791,2.83,0.19,3,3,1188,2.84,0.47,5,2,0,0,0,0,0,0,0,8400,20,318397.2789,924.9515,28.71,210.99,151.14,21.71,443.1,0,273,1,0,1,420,1626.96,204.24,2035,1218,225.7,33.01,292,160,DoS
80,1135,1382,1,241232,2,225,131,160.86,26.05,3,2,2.39,0.13,215111918.6,1324321.209,0.82,0.11,1,1,1135,0.82,0.13,1,1,0,0,0,0,0,0,0,27640,20,1312430.927,931.7678,2.45,251,161.72,26.48,782.23,0,818,1,0,4,1382,668.55,50.24,769,568,444.21,29.51,503,385,DoS
3389,1431,10,2,455,68,47,39,41.82,2.27,46,25,35.56,5.25,392507.63,7795.2207,130.09,20,160,110,1431,159,19.08,204,140,1431,1431,197.48,1826,1234,0,0,200,40,6459.6748,1483.9727,32.4,49.03,41.31,4,17.54,0,6,3,0,2,10,1899.08,197.87,2295,1503,314.4,33.66,382,247,DoS
25,10782,888,1,36605,47,69,32,45.23,8.64,53,34,43.24,4.85,3624368.62,82669.8476,12.14,0.8,14,11,10782,12.16,0.66,15,12,0,0,0,0,0,0,0,17760,20,86789.4706,90.6312,12.31,72.94,45.33,8.53,75.08,0,524,1,0,2,888,718.5,66.8,852,585,331.57,48.35,428,235,DoS
443,619,1930,0,98921,0,61,41,50.69,5.47,0,0,0,0,152581941.9,3153532.426,0.32,0.02,0,0,619,0.32,0.06,1,0,0,0,0,0,0,0,0,38600,0,3287542.307,0,34.47,68.53,50.77,5.48,28.95,0,1181,0,0,2,1930,1729.78,104.27,1938,1521,421.24,48.03,517,325,DoS
110,1057,2498,2,327792,30,166,128,144.66,8.88,20,11,15.85,2.19,292247548.6,2278245.797,0.42,0.08,1,0,1057,0.42,0.05,1,0,1057,1057,196.35,1450,861,0,0,49960,40,2489402.572,1796.0026,14.49,176.18,144.65,9.42,96.99,0,1511,3,0,4,2498,1602.08,153.58,1909,1295,232.18,27.02,286,178,DoS
5900,7067,1048,0,105313,0,153,90,112.75,18.89,0,0,0,0,14283694.02,135698.2089,6.75,0.69,9,6,7067,6.75,0.4,8,6,0,0,0,0,0,0,0,20960,0,146615.2628,0,49.81,182.04,112.13,19.33,415.13,0,634,1,0,2,1048,647.59,96.69,841,454,147.88,13.65,175,121,DoS
3389,2286,1725,2,44711,55,37,21,27.16,3.67,34,16,25.26,4.54,19055106.6,829841.7529,1.32,0.15,2,1,2286,1.33,0.25,2,1,2286,2286,203.01,2692,2083,0,0,34500,40,725334.4331,895.4657,15.39,39.86,27.09,3.74,15.02,0,1048,0,0,2,1725,412.06,36.01,484,340,412.73,28.17,469,356,DoS
8080,909,2540,1,214051,27,116,71,86.69,9.87,36,19,27.59,4.39,212939913.2,2825446.13,0.36,0.04,0,0,909,0.36,0.05,1,0,0,0,0,0,0,0,0,50800,20,2737567.232,1061.5847,31.91,121.09,86.92,10.17,108.65,0,1501,2,0,2,2540,1599.71,199.91,2000,1200,19.78,2.84,25,14,DoS
5900,336,275,1,12518,54,55,37,42.65,4.77,70,41,55.61,7.08,39353738.54,866708.3949,1.22,0.15,2,1,336,1.23,0.17,2,1,0,0,0,0,0,0,0,5500,20,839840.8231,2796.0922,31.29,63.01,42.92,4.9,25.81,0,164,1,0,2,275,554.95,62.43,680,430,337.13,43.79,425,250,DoS
8080,1985,552,2,74362,90,159,125,135.64,8.28,60,31,45.51,7.22,37306043.98,258026.0222,3.59,0.48,4,3,1985,3.6,0.69,6,3,1985,1985,192.86,2371,1792,0,0,11040,40,256296.4382,1086.6058,43.6,160.61,134.91,9.7,102.34,0,369,0,0,3,552,359.37,21.86,403,316,239.69,32.02,304,176,DoS
3306,1112,1446,2,47231,77,41,23,30.53,4.7,44,31,37.24,3.16,40111270.09,1417817.922,0.77,0.13,1,1,1112,0.77,0.15,1,1,1112,1112,220.29,1553,892,0,0,28920,40,1388483.681,1843.203,15.67,46.02,30.43,4.66,21.49,0,900,1,0,1,1446,167.96,19.68,207,129,329.16,29.99,389,269,DoS
25,409,457,0,14329,0,46,23,29.54,5.52,0,0,0,0,33229630.01,1011466.178,0.9,0.08,1,1,409,0.9,0.06,1,1,0,0,0,0,0,0,0,9140,0,1055677.49,0,12.03,44.7,29.68,5.15,23.64,0,266,3,0,5,457,1471.97,207.85,1888,1056,234.92,35.23,305,164,DoS
8080,165,38,0,1119,0,34,23,27.92,3.93,0,0,0,0,6776284.33,224446.2186,4.46,0.28,5,4,165,4.46,0.3,5,4,0,0,0,0,0,0,0,760,0,239262.442,0,18.49,34.59,26.98,3.88,15.28,0,21,2,0,3,38,821.36,58.87,939,704,311.88,24.94,362,262,DoS
25,4430,833,1,150716,20,282,148,188.76,37.56,25,12,18.48,3.16,30930069.91,206933.023,5.32,0.34,6,5,4430,5.32,0.54,7,5,0,0,0,0,0,0,0,16660,20,183003.9741,225.7046,20.11,305.87,190.37,38.56,1639.68,0,542,2,0,1,833,191.74,23.68,239,144,348.25,22.83,394,303,DoS
143,3930,975,2,171198,107,211,162,180.99,14.43,63,50,56.7,3.24,42734127.02,238141.4047,4.03,0.53,5,3,3930,4.03,0.72,6,3,3930,3930,435.84,4802,3494,0,0,19500,40,266487.2201,477.7324,55.17,227.41,181.07,14.74,236.57,0,583,2,0,2,975,1802.28,217.41,2237,1367,398.37,48.88,496,301,DoS
3306,837,650,0,39914,0,96,46,69.45,13.41,0,0,0,0,48408530.82,738133.057,1.29,0.16,2,1,837,1.29,0.08,2,1,0,0,0,0,0,0,0,13000,0,817957.3133,0,27.62,102.7,69.67,13.34,185.65,0,394,1,0,0,650,1086.55,119.5,1326,848,318.87,42.69,404,233,DoS
143,1951,148,0,21700,0,164,129,140.91,8.29,0,0,0,0,11643702.64,77494.3232,13.27,1.81,17,11,1951,13.27,2.56,23,11,0,0,0,0,0,0,0,2960,0,69183.3705,0,124.44,162.09,141.44,7.9,65.84,0,84,2,0,4,148,964.98,80.58,1126,804,400.83,35.37,472,330,DoS
443,1734,1864,3,187848,94,118,69,90.96,12.83,34,23,28.55,2.89,109734362,975468.9866,0.93,0.15,1,1,1734,0.93,0.17,2,1,1734,867,94.75,1056,772,0,0,37280,60,1128067.268,1839.1586,30,150.75,90.79,12.67,166.94,0,1123,1,0,2,1864,1346.83,133.91,1615,1079,304.15,33.8,372,237,DoS
80,2132,458,2,76636,48,224,141,185.97,24.64,29,21,24.77,1.91,35402846.91,219011.196,4.64,0.27,5,4,2132,4.67,0.78,7,4,2132,2132,248.35,2629,1884,0,0,9160,40,229824.4584,867.9902,20.72,254.72,185.32,26.26,633.17,0,255,1,0,2,458,1903.61,278.95,2462,1346,260.06,37.76,336,185,DoS
25,327,782,5,131232,190,189,144,157.91,13.03,50,33,41.44,4.33,411219124.1,2173378.016,0.42,0.03,0,0,327,0.42,0.07,1,0,327,81.75,14.09,110,68,0,0,15640,100,2308487.627,15123.7396,39.84,199.3,157.49,15.91,277.53,0,487,2,0,3,782,499.12,38.21,576,423,51.72,5.29,62,41,DoS
80,4468,1306,1,206829,6,204,160,175.65,10.16,8,4,6.02,1.2,46220241.8,276504.3663,3.42,0.29,4,3,4468,3.42,0.55,5,3,0,0,0,0,0,0,0,26120,20,285243.3577,220.7026,5.05,212.22,175.62,11.38,139.56,0,794,3,0,0,1306,1327.33,152.61,1633,1022,477.21,54.43,586,368,DoS
53,1501,993,3,78433,41,96,67,74.54,7.16,15,12,13.43,0.96,55694154.05,656713.1528,1.51,0.08,2,1,1501,1.51,0.21,2,1,1501,750.5,48.14,847,702,0,0,19860,60,646359.7642,2161.0205,12.61,98.67,74.17,7.92,59.53,0,625,3,0,1,993,1186.78,152.51,1492,882,229.62,19.19,268,191,DoS
3389,3149,509,2,64213,23,168,100,126.25,25.12,15,7,10.75,2.04,20329384.57,169498.8848,6.17,1.13,8,5,3149,6.2,1.04,9,5,3149,3149,479.01,4107,2670,0,0,10180,40,170514.4669,682.5473,7.21,210.84,127.79,26.49,691.06,0,317,4,0,1,509,758.3,101.37,961,556,297.04,18.26,334,261,DoS
53,7595,788,1,139067,33,241,110,161.79,27.01,39,27,33.09,2.83,18576033.95,104258.082,9.64,1.21,12,8,7595,9.65,1.73,14,8,0,0,0,0,0,0,0,15760,20,104306.2191,123.2635,29.06,250.12,163.92,27.56,751.73,0,495,3,0,3,788,973.28,114.43,1202,744,416.43,46.46,509,324,DoS
8080,1708,665,2,53524,74,100,67,84.44,9.92,49,31,39.96,4.67,29491372.58,387862.4933,2.56,0.3,3,2,1708,2.57,0.21,3,2,1708,1708,320.52,2349,1387,0,0,13300,40,394968.7066,1221.4235,35.52,116.91,84.67,9.98,95.76,0,394,0,0,6,665,292.2,40.24,373,212,306.56,17.81,342,271,DoS
3389,4920,314,4,7352,108,34,19,24.59,4.19,40,21,30.69,4.82,1644611.12,59745.1623,15.52,2.62,20,13,4920,15.72,1.21,20,15,4920,1640,300.71,2241,1339,0,0,6280,80,65614.0827,772.0484,14.08,37.59,24.82,4.41,17.4,0,180,3,0,3,314,880.46,114.53,1110,651,383.91,50.94,486,282,DoS
143,3300,2048,0,317494,0,254,144,175.29,28.51,0,0,0,0,86610826.99,638715.2369,1.61,0.19,2,1,3300,1.61,0.17,2,1,0,0,0,0,0,0,0,40960,0,560680.4009,0,64.18,261.26,175.44,27.57,748.62,0,1227,1,0,3,2048,1589.93,144.87,1880,1300,217.4,25.49,268,166,DoS
3306,3790,1768,1,193985,60,124,98,107.67,9.58,75,45,59.8,7.59,51552201.24,455913.2235,2.14,0.28,3,2,3790,2.14,0.4,3,2,0,0,0,0,0,0,0,35360,20,479627.0967,284.6315,56.23,138.56,107.65,9.39,87.25,0,1045,4,0,7,1768,423.85,53.06,530,318,253.43,28.61,311,196,DoS
3306,2196,425,0,22733,0,66,43,54.25,6.71,0,0,0,0,10182331.9,182329.7988,5.18,0.88,7,4,2196,5.18,0.64,8,5,0,0,0,0,0,0,0,8500,0,210042.246,0,31.8,72.7,54.04,6.7,43.27,0,249,1,0,4,425,1483.8,179.4,1843,1125,125.75,15.59,157,95,DoS
110,389,501,0,48728,0,152,70,104.77,18.42,0,0,0,0,122331155.7,1380524.454,0.78,0.05,1,1,389,0.78,0.14,1,1,0,0,0,0,0,0,0,10020,0,1162615.193,0,50.59,162.95,106.08,18.28,301.51,0,292,2,0,3,501,1872.82,130.29,2133,1612,301.26,33.81,369,234,DoS
5900,2399,194,6,33066,321,218,156,174.06,16.62,75,39,56.77,9.07,14627412.13,86576.8763,12.06,1.26,15,11,2399,12.43,1.94,18,10,2399,479.8,62.18,604,418,0,0,3880,120,82235.9421,2525.926,41.78,217.85,171.71,26.79,730.76,0,132,4,0,1,194,1946.08,282.9,2512,1380,298.36,25.92,350,247,DoS
25,2096,18,0,3090,0,248,141,175.15,27.96,0,0,0,0,1504204.42,9047.9643,123.29,24.63,188,99,2096,123.29,22.66,181,101,0,0,0,0,0,0,0,360,0,8933.518,0,98.58,220.6,178.91,30.79,1020.97,0,10,2,0,1,18,642.06,64.54,771,513,47.73,5.32,58,37,DoS
25,397,323,0,43867,0,195,105,150.38,22.55,0,0,0,0,109463773.9,881772.7937,1.23,0.11,1,1,397,1.23,0.2,2,1,0,0,0,0,0,0,0,6460,0,816954.135,0,78.3,209.75,149.21,23.01,499.71,0,196,2,0,1,323,1653.18,99.64,1852,1454,145.73,7.37,160,131,DoS
3389,311,312,0,49129,0,175,126,148.04,11.11,0,0,0,0,157368028.6,1055329.655,1,0.16,1,1,311,1,0.07,1,1,0,0,0,0,0,0,0,6240,0,1043135.271,0,122.15,183.79,147.8,11.51,146.26,0,185,1,0,6,312,518.24,45.95,610,426,251.11,25.77,303,200,DoS
3389,5618,1211,2,104124,53,111,71,83.22,11.35,39,17,28.03,5.5,18293137.52,218107.0403,4.64,0.46,6,4,5618,4.64,0.8,7,4,5618,5618,965.48,7549,4653,0,0,24220,40,216895.836,333.2758,24.34,125.66,82.69,11.68,137.4,0,734,0,0,5,1211,1026.63,125.03,1277,777,30.43,4.37,39,22,DoS
5900,1438,76,2,11484,42,207,122,160.82,25.39,24,19,21.35,1.38,8411843.44,55593.6202,18.68,1.68,22,17,1438,19.17,2.47,29,17,1438,1438,157.32,1753,1281,0,0,1520,40,57193.87,1445.0217,22.55,203.75,157.07,30.52,850.96,0,41,3,0,0,76,731.11,45.29,822,641,116.37,14.16,145,88,DoS
110,9525,163,1,19924,0,154,84,121.06,20.15,1,0,0.54,0.03,1920047.14,18606.6,58.44,9.77,76,49,9525,58.8,9.42,84,49,0,0,0,0,0,0,0,3260,20,15710.4769,104.5342,0.57,178.33,122.24,20.97,464.76,0,110,4,0,4,163,268.02,30.8,330,206,253.19,21.93,297,209,DoS
8080,5740,2968,8,322929,54,129,107,119.55,6.34,8,6,7.14,0.44,56721063.96,467251.2505,1.93,0.36,3,2,5740,1.93,0.35,3,2,5740,820,75.8,972,744,0,0,59360,160,497114.5322,1443.9548,6.51,144.57,119.49,8.67,75.94,0,1724,2,0,0,2968,637.27,53.27,744,531,398.04,23.96,446,350,DoS
22,408,305,0,10143,0,47,32,35.59,3.74,0,0,0,0,22389349.05,705698.1709,1.34,0.1,2,1,408,1.34,0.22,2,1,0,0,0,0,0,0,0,6100,0,821616.861,0,21.65,49.24,35.56,3.9,14.06,0,193,0,0,0,305,1252.85,63.44,1380,1126,481.91,68.9,620,344,DoS
443,5685,324,0,34641,0,142,91,115.39,13.79,0,0,0,0,5830660.47,61869.0955,17.6,2.17,24,15,5685,17.6,1.27,21,16,0,0,0,0,0,0,0,6480,0,56526.6915,0,67.08,162.64,113.62,14.34,187.58,0,183,3,0,1,324,458.23,55.51,569,347,294.63,28.57,352,237,DoS
3306,645,3178,3,232684,129,87,73,79.25,4.82,49,32,40.82,4.3,392659046.3,4951923.621,0.2,0.04,0,0,645,0.2,0.03,0,0,645,322.5,60.24,443,262,0,0,63560,60,5122724.055,4757.7728,33.39,99.43,79.21,5,25.82,0,1892,1,0,4,3178,262.65,22.54,308,218,27.71,1.67,31,24,DoS
110,3373,121,8,3330,2,34,22,26.31,2.93,1,0,0.4,0.05,993001.56,38017.7173,26.35,1.81,30,25,3373,28.11,2.93,39,25,3373,481.86,56.36,595,425,0,0,2420,160,37572.4658,2392.0669,0.32,33.28,24.72,6.83,49.28,0,80,1,0,0,121,575.23,38.97,653,497,258.87,20.88,301,217,DoS
5900,2816,1437,1,48569,48,36,27,30.18,2.78,60,49,54.56,2.86,17637912.05,511296.297,1.96,0.38,3,2,2816,1.96,0.13,2,2,0,0,0,0,0,0,0,28740,20,530277.774,362.0957,20.75,58.64,30.3,2.84,8.3,0,836,3,0,3,1437,732.93,104.36,942,524,202.02,15.42,233,171,DoS
22,3357,825,2,124164,31,192,149,167.98,14.32,18,13,15.33,1.28,35645629.46,262984.4695,4.06,0.37,5,4,3357,4.07,0.32,5,4,3357,3357,268.22,3893,3089,0,0,16500,40,261418.6974,553.2759,15.81,219.84,167.5,16.35,279.03,0,484,1,0,1,825,1421.68,198.29,1818,1025,192.87,22.34,238,148,DoS
80,402,132,4,7177,215,83,41,53.78,9.75,72,42,57.07,7.31,16680001.63,324749.7786,2.98,0.41,4,3,402,3.07,0.55,5,3,402,134,22.35,179,112,0,0,2640,80,300325.4519,9053.3959,29.79,74.09,53.13,10.14,91.7,0,81,1,0,0,132,1551.33,172.75,1897,1206,439.85,65.78,571,308,DoS
3389,2000,916,0,154582,0,197,153,167.87,12.37,0,0,0,0,75145948.83,492499.2567,2.19,0.12,2,2,2000,2.19,0.34,3,2,0,0,0,0,0,0,0,18320,0,464706.2704,0,126.78,213.08,168.51,12.36,138.42,0,580,1,0,1,916,243.79,32.78,309,178,296.06,29.19,354,238,DoS
80,1637,961,0,196503,0,224,147,183.16,20.54,0,0,0,0,120710814.6,541373.7156,1.71,0.26,2,1,1637,1.71,0.29,3,1,0,0,0,0,0,0,0,19220,0,618222.8132,0,130.03,240.52,183.32,20.13,426.83,0,548,1,0,1,961,1543.78,138.03,1820,1268,371.19,25.15,422,321,DoS
110,1786,1809,3,369409,91,240,168,190.53,21.98,33,23,27.96,2.46,190850109.1,1043084.344,0.99,0.1,1,1,1786,0.99,0.08,1,1,1786,893,63.57,1020,829,0,0,36180,60,1056535.537,1677.8667,24.64,264.51,189.42,23.17,513.33,0,1084,2,0,3,1809,1672.93,181.74,2036,1309,340.95,37.31,416,266,DoS
3389,4122,613,2,111248,88,230,163,188.49,22.1,55,36,45.22,4.76,24388399.83,136818.2361,6.71,0.76,9,6,4122,6.74,0.79,9,6,4122,4122,810.79,5744,3311,0,0,12260,40,155705.3489,471.9362,44.93,271.35,189.73,24.48,625.44,0,376,2,0,0,613,1654.57,239,2133,1177,291.03,43.14,377,205,DoS
53,6188,643,0,49422,0,91,58,70.95,8.93,0,0,0,0,7864430.19,105166.1622,9.64,0.99,12,9,6188,9.64,1.59,15,8,0,0,0,0,0,0,0,12860,0,110703.8241,0,42.56,98.53,71.41,9.06,87.73,0,359,3,0,2,643,147.47,21.54,191,104,369.6,42.23,454,285,DoS
3306,347,153,1,6699,17,48,36,42.38,3.3,24,12,17.86,2.87,18756161.06,456034.1597,2.27,0.14,2,2,347,2.28,0.39,3,2,0,0,0,0,0,0,0,3060,20,455111.0386,3082.2411,19.54,50.11,41.92,3.61,12.43,0,96,3,0,1,153,1431.63,92.06,1616,1248,141.17,16.27,174,109,DoS
22,696,340,5,57406,256,254,152,186.94,31.5,51,41,45.91,2.38,83004784.64,532233.6078,2.02,0.3,3,2,696,2.05,0.24,3,2,696,174,26.19,226,148,0,0,6800,100,495084.1826,7609.4918,41.93,284.76,184.83,34.65,1337.84,0,182,0,0,2,340,1916.61,281.63,2480,1353,454.29,36.25,527,382,DoS
80,2267,279,0,34638,0,169,83,122.12,23.19,0,0,0,0,16080919.71,124241.594,8.15,0.5,9,8,2267,8.15,0.95,11,7,0,0,0,0,0,0,0,5580,0,111348.786,0,60.5,177.56,120.35,22.51,522.59,0,161,2,0,5,279,1889.99,217.73,2325,1455,211.53,29.33,270,153,DoS
